SL	TL	ST	TT
ell	eng	Σε ευχαριστώ που ήρθες στο πάρτι μου.	Thanks for coming to my party.
ell	eng	Σε θέλω.	I want you.
ell	eng	Σε κάθε κανόνα υπάρχουν εξαιρέσεις.	There are exceptions to every rule.
ell	eng	Σε κάλεσα στο πάρτι.	I invited you to the party.
ell	eng	Σε κάνει να ξύνεις το κεφάλι σου από απορία.	It makes you scratch your head in wonder.
ell	eng	Σε λατρεύω αγάπη μου.	I love you, sweetheart.
ell	eng	Σήμερα είναι η επέτειος του γάμου μου.	Today is my wedding anniversary.
ell	eng	Σήμερα είναι η πιο ζεστή μέρα του χρόνου.	Today is the warmest day of the year.
ell	eng	Σήμερα είναι η πρώτη της μέρα στο σχολείο.	Today is her first day of school.
ell	eng	Σιδερώνω το φορέμα μου.	I am ironing my dress.
ell	eng	Στην πραγματικότητα, για να κινηθούν με οποιαδήποτε ταχύτητα οι πολικές αρκούδες χρησιμοποιούν διπλάσια ενέργεια από τα περισσότερα θηλαστικά.	In fact, to move at any speed the polar bear uses twice as much energy as do most other mammals.
ell	eng	Στην πραγματικότητα, είπε ψέματα.	In fact, she lied.
ell	eng	Στηρίζουμε την απόφαση του Τομ.	We support Tom's decision.
ell	eng	Στη χώρα των τυφλών βασιλεύει ο μονόφθαλμος!	In the land of the blind, the one-eyed man is king.
ell	eng	Στις 2:30 κλείνουμε.	We close at 2:30.
ell	eng	Συγγνώμη, που βρίσκεται ο σταθμός των τρένων;	Excuse me, where is the train station?
ell	eng	Συγγνώμη που σε άφησα να περιμένεις τόσο σήμερα.	I'm sorry I made you wait for so long today.
ell	eng	Συγγνώμη, χάθηκα.	Excuse me, I'm lost.
ell	eng	Συγχαρητήρια!	Congratulations!
ell	eng	Συγχώρεσέ με.	Forgive me.
ell	eng	Συμπεριφερθείτε σωστά, αλλιώς θα χρειαστεί να φύγετε από τον χώρο.	Behave yourself, or you'll have to leave the room.
ell	eng	Συμπληρώστε τη φόρμα παρακάτω.	Fill out the form below.
ell	eng	Σύμφωνα με την εφημερίδα, αυτοκτόνησε.	According to the newspaper, she committed suicide.
ell	eng	Σύμφωνα με το Αγγλικό Λεξικό Όξφορντ, η λέξη «set» έχει 430 διαφορετικά νοήματα και έννοιες.	According to the Oxford English Dictionary, the word 'set' has 430 different meanings or senses.
ell	eng	Σύμφωνα με τον Τομ, η Τζέιν παντρεύτηκε τον περασμένο μήνα.	According to Tom, Jane got married last month.
ell	eng	Συμφωνείς;	Do you agree?
ell	eng	Συνέβη κάτι ανάμεσα σε σένα και τον Τομ;	Did something happen between you and Tom?
ell	eng	Συνεχίστε το σκάψιμο.	Continue digging.
ell	eng	Συνήθιζα να καπνίζω πολύ, τώρα όμως το έχω κόψει.	I used to smoke a lot, but I have given up smoking now.
ell	eng	Τα περισσότερα παιδιά περνούν πολύ χρόνο μπροστά σε μία οθόνη επειδή απλώς βαριούνται.	Most children spend a lot of time in front of a screen simply because they're bored.
ell	eng	Τα πορτοκάλια περιέχουν πολύ βιταμίνη C.	Oranges contain a lot of vitamin C.
ell	eng	Τα πουλιά έχουν φτερά.	Birds have wings.
ell	eng	Την προειδοποίησα.	I warned her.
ell	eng	Την προηγούμενη φορά που πήγα στην Κίνα επισκέφτηκα την Σανγκάη.	The last time I went to China, I visited Shanghai.
ell	eng	Την προσκαλέσατε στο πάρτι;	Did you invite her to the party?
ell	eng	Το αυτοκίνητό μου είναι σε άσχημη κατάσταση.	My car is in bad shape.
ell	eng	Το βάλε στο στόμα και με μια γουλιά νερό το κατάπιε δίχως να νιώσει τη γεύση του.	He put it in his mouth and, without noticing its taste, swallowed it with a sip of water.
ell	eng	Το δικό σου ήταν καλύτερο.	Yours was better.
ll	eng	Το θεωρούσα αδύνατο γι' αυτόν να δώσει λύση στο πρόβλημα.	I thought it impossible for him to solve the problem.
ell	eng	Το θυμάμαι.	I remember it.
ell	eng	Το καθήκον πάνω απ'όλα.	Duty above all.
ell	eng	Το καλύτερο βιβλίο για τη ζωή είναι η ίδια η ζωή.	The best book about life is life itself.
ell	eng	Το κάνει πιο γρήγορα από εμένα.	She does it faster than me.
ell	eng	Το κάνω αυτό συχνά στην ώρα του φαγητού.	I often do that at lunch time.
ell	eng	Το κάνω σωστά;	Am I doing it right?
ell	eng	Το καπέλο μου δεν είναι καινούριο.	My hat is not new.
ell	eng	Το κατέστρεψες.	You ruined it.
ell	eng	Το κείμενο είναι δυσανάγνωστο.	The text is illegible.
ell	eng	Το κλίμα αλλάζει.	The climate is changing.
ell	eng	Το μαχαίρι στο τραπέζι δεν ήταν αρκετά αιχμηρό για να κόψει το κρέας και έτσι χρησιμοποίησα το σουγιά μου.	The knife on the table wasn't sharp enough to cut the meat, so I used my pocket knife.
ell	eng	Το μεσαίο δάχτυλο είναι το μακρύτερο.	The middle finger is the longest.
ell	eng	Το μόνο που ξέρω είναι ότι έφυγε την περασμένη εβδομάδα.	All I know is that she left last week.
ell	eng	Το μόνο που χρειαζόμαστε είναι νερό.	All we need is water.
ell	eng	Το μόνο πράγμα που χρειάζεσαι είναι να πας εκεί.	The only thing you need to do is go there.
ell	eng	Το μπλε ποδήλατο είναι καινούριο.	The blue bicycle is new.
ell	eng	Το μπουκάλι είναι άδειο.	The bottle is empty.
ell	eng	Το πετρέλαιο είναι πιο πολύτιμό από την ανθρώπινη ζωή για σένα, έτσι;	Oil is more precious than human life to you, right?
ell	eng	Το πιρούνι είναι βρόμικο.	The fork is dirty.
ell	eng	Το ποδήλατό σου είναι παρόμοιο με το δικό μου.	Your bicycle is similar to mine.
ell	eng	Το σαλόνι στο νέο μου σπίτι είναι πολύ μεγάλο.	The living room in my new house is very large.
ell	eng	Το σημαντικό δεν είναι από ποιο πανεπιστήμιο αποφοίτησες, αλλά τι έμαθες όσο ήσουν εκεί.	What's important isn't which university you've graduated from, but what you learned while you were there.
ell	eng	Τόσος πολύς θόρυβος με ταράζει.	So much noise rattles me.
ell	eng	Τόσο το καλύτερο!	That's even better.
ell	eng	Το σύστημα δουλεύει καλά.	The system is working well.
ell	eng	Το σχέδιό μου είναι διαφορετικό από το δικό σας.	My plan is different from yours.
ell	eng	Το Τόκιο έχει τον μεγαλύτερο πληθυσμό από κάθε άλλη πόλη στην Ιαπωνία.	Tokyo has a larger population than any other city in Japan.
ell	eng	Το τρένο ήταν τίγκα.	The train was packed.
ell	eng	Το τρένο ήταν τόσο φίσκα που έπρεπε να παραμείνω όρθιος σε όλη τη διάρκεια του ταξιδιού.	The train was so packed that I had to stand up during the whole trip.
ell	eng	Το υγιεινό φαγητό είναι απαραίτητο για ένα υγιές σώμα και ένα υγιές μυαλό, και ως αποτέλεσμα, προάγει τη μέγιστη απόδοση.	Healthy food is essential for a healthy body and a healthy mind, and as a result, promotes maximum efficiency.
ell	eng	Του 'δειξα το δωμάτιό μου.	I showed my room to him.
ell	eng	Τουλάχιστον, προσπάθησα να κάνω κάτι.	At least I tried to do something.
ell	eng	Τους έχω συναντήσει μόνο τρεις φορές.	I only met them three times.
ell	eng	Τους χαιρετισμούς μου σε όλη την οικογένεια.	Please give my best to the entire family.
ell	eng	Του τηλεφώνησα.	I gave him a call.
ell	eng	Το χαμόγελό σου πάντοτε με κάνει ευτυχισμένο.	Your smile always makes me happy.
ell	eng	Το χόμπι μου είναι η συλλογή παλιών νομισμάτων.	My hobby is collecting old coins.
ell	eng	Το χρωστάω στους γονείς μου το ότι μπόρεσα να τελειώσω το πανεπιστήμιο.	I owe it to my parents that I was able to finish college.
ell	eng	Το ωτοστόπ απαγορεύεται στην Αυστραλία;	Is hitchhiking prohibited in Australia?
ell	eng	Τράβα μια γραμμή εδώ.	Draw a line here.
ell	eng	Τραγουδούσες.	You were singing.
ell	eng	Τρεις άνθρωποι συνελήφθησαν.	Three people were arrested.
ell	eng	Τρεις άνθρωποι τραυματίστηκαν ελαφρά.	Three people were slightly injured.
ell	eng	Τρεις παρά πήγε η ώρα.	It is almost three.
ell	eng	Τρέχα όσο πιο γρήγορα μπορείς.	Run as fast as you can.
ell	eng	Τροποποιήθηκε το σύνταγμα για να μπορούν να ψηφίσουν οι γυναίκες.	The constitution was amended so that women could vote.
ell	eng	Υπάρχει ένα πορτοκάλι πάνω στο τραπέζι.	There is an orange on the table.
ell	eng	Υπάρχει καμία εναλλακτική στη μέθοδό σας;	Is there no alternative to your method?
ell	eng	Υπάρχει κανείς εδώ που δεν έχει πάει στη Βοστόνη;	Is there anyone here who hasn't been to Boston?
ell	eng	Υπάρχει κάτι που δεν καταλαβαίνω.	There is something I don't understand.
ell	eng	Υπάρχουν αυτοί που υποστηρίζουν πως η ύπαρξη πυρηνικών όπλων έχει συμβάλλει στη διατήρηση της ειρήνης.	There are those who argue that the existence of nuclear weapons has helped to maintain peace.
ell	eng	Υπάρχουν δέκα ασκήσεις στο βιβλίο.	There are ten exercises in the book.
ell	eng	Υπάρχουν ένα σωρό βιβλία πάνω στο τραπέζι. Είναι δικά σου;	There are a bunch of books on the table. Are they yours?
ell	eng	Υπάρχουν λάθη σ' αυτή τη μετάφραση.	There are errors in this translation.
ell	eng	Υπήρχαν τόσοι πολλοί άνθρωποι στο δωμάτιο που μετά βίας μπορούσα να κινηθώ.	There were so many people in the room that I could barely move.
ell	eng	Φαίνεσαι κουρασμένος.	You look tired.
ell	eng	Φαίνεται σαν να σκέφτεσαι κάτι άλλο.	You seem to be thinking of something else.
ell	eng	Φαίνεται χλωμός.	He looks pale.
ell	eng	Χωρίς μουσική, η ζωή θα ήταν ένα λάθος.	Life would be a mistake without music.
ell	eng	Δε θέλω απολογία. Θέλω μια εξήγηση.	I don't want an apology. I want an explanation.
ell	eng	Δεν είναι ανάγκη να φοιτήσεις σε σχολή καλών τεχνών, για να γίνεις καλλιτέχνης.	You don't have to study at a school of fine arts to become an artist.
ell	eng	Άμα δεν ήμουν ταπί, θα τον αγόραζα.	I'd buy it if I weren't broke.
ell	eng	Από τη πρώτη στιγμή κατάλαβα ότι δεν ήταν και πολύ ομιλητικός άνθρωπος.	I noticed straight away that he wasn't really very talkative.
ell	eng	Αυτή η νέα εφαρμογή ισχυρίζεται ότι είναι φιλική προς το χρήστη. Ε λοιπόν δεν είναι.	This new application claims to be user friendly. Well, it isn't.
ell	eng	Βιάστηκα να πάω στη στάση για να μη χάσω το τελευταίο λεωφορείο.	I hurried to the bus stop so I wouldn't miss the last bus.
ell	eng	Βρίσκω την τηλεόραση πολύ εκπαιδευτική. Όποτε κάποιος την ανοίγει πάω στο διπλανό δωμάτιο και διαβάζω ένα βιβλίο.	I find television very educating. Every time somebody turns on the set, I go into the other room and read a book.
ell	eng	Δεν είναι δυνατόν να μάθεις την αγγλική γλώσσα σε έναν μήνα.	It's impossible to learn English in a month.
ell	eng	Δεν είναι μόνο έξυπνη αλλά και όμορφη.	She is not only intelligent but beautiful.
ell	eng	Δεν είναι ξεκάθαρο ποιος έγραψε αυτό το γράμμα.	It is not clear who wrote this letter.
ell	eng	Δεν ήρθε στο πάρτι, αλλά κανείς δε γνωρίζει τον λόγο.	She didn't come to the party, but nobody knows the reason.
ell	eng	Δεν θα ξεχάσω ποτέ το πρώτο μας ραντεβού.	I'll never forget our first date.
ell	eng	Δεν μπορείς να αυτοκτονήσεις κρατώντας την αναπνοή σου.	You cannot kill yourself by holding your breath.
ell	eng	Δεν μπορώ να προφέρω αυτή τη λέξη. Αυτή δεν έχει σύμφωνα.	I cannot pronounce this word. It has no vowels.
ell	eng	Δεν ξέρω αν η σύγχρονη τεχνολογία αυξάνει την ανεργία ή αν τη μειώνει.	I don't know if modern technology increases unemployment, or rather decreases it.
ell	eng	Δεν τον τρομάζουν καθόλου τα φίδια.	He is not scared of snakes at all.
ell	eng	Δεν το καλύπτει κανένα κρατικό ασφαλιστικό ταμείο ακόμη.	No state insurance fund covers it yet.
ell	eng	Δεν υπάρχουν ηλίθιες ερωτήσεις, μόνο ηλίθιες απαντήσεις.	There are no stupid questions, only stupid answers.
ell	eng	Είμαι μεγαλόψυχος.	I have a heart.
ell	eng	Είμαι μια ανύπαντρη μητέρα τεσσάρων παιδιών.	I am a single mother of four children.
ell	eng	Είμαι μοναχοπαίδι.	I am an only child.
ell	eng	Είμαι πολύ εξαντλημένος να σκεφτώ, πόσο μάλλον να διαβάσω κιόλας.	I was too exhausted to think, let alone study.
ell	eng	Είμαι σπουδαστής.	I'm a student.
ell	eng	Είναι ένα ντροπαλό, ανασφαλές, υπερβολικά ευαίσθητο κορίτσι.	She is a shy, insecure, overly sensitive girl.
ell	eng	Είναι καλύτερο να αλλάξεις τη γνώμη σου από το να επιμένεις σε μία λανθασμένη.	It is better to change an opinion than to persist in a wrong one.
ell	eng	Είναι ολοκαίνουργιο.	It's brand new.
ell	eng	Είναι προτιμότερο να διδάξεις κάποιον πώς να ψαρεύει από το να του δώσεις ένα ψάρι.	It's better to teach someone how to fish than to give someone a fish.
ell	eng	Είναι χορτοφάγος. Δεν ξέρει τι χάνει.	He's a vegetarian. He doesn't know what he's missing.
ell	eng	Ένας καλός φίλος είναι κάποιος που ξέρει το παρελθόν σου, πιστεύει στο μέλλον σου και σε δέχεται για αυτό που είσαι.	A good friend is someone who knows about your past, believes in your future, and accepts you for who you are!
ell	eng	Έφτασα σώος και αβλαβής σήμερα το πρωί.	I have arrived here safe and sound this morning.
ell	eng	Έχει μια καρδιά από χρυσάφι.	She has a heart of gold.
ell	eng	Η τιμωρία θα έπρεπε να είναι ανάλογη του εγγλήματος.	The punishment should be proportionate to the crime.
ell	eng	Μείνετε συντονισμένοι για νέο επεισόδιο.	Stay tuned for a new episode.
ell	eng	Μερικοί άνθρωποι πιστεύουν ότι ο αριθμός δεκατρία φέρνει κακοτυχία.	Some people believe that the number 13 brings bad luck.
ell	eng	Να το εξηγήσω ακόμα μια φορά για να καταλάβεις τι εννοώ.	Let me explain it once more, so you understand what I mean.
ell	eng	Αποφάσισα να φύγω από το ξενοδοχείο.	I decided to leave the hotel.
ell	eng	Αποφάσισαν επιτέλους να πάνε παρακάτω την σχέση τους.	They finally decided to continue their relationship.
ell	eng	Αποφάσισε να κόψει το κάπνισμα.	He decided to quit smoking.
ell	eng	Δεν κατάλαβα ούτε λέξη απ΄ όσα μου είπαν.	I couldn't understand a single word of what they said.
ell	eng	Δεν κατάλαβα τι σήμαινε.	I didn't understand what it meant.
ell	eng	Δεν κόβω το ψωμί τους σε φέτες.	I don't slice their bread.
ell	eng	Δύο καρπούζια κάτω από μια μασχάλη δε χωράνε.	You can't have your cake and eat it too.
ell	eng	Δύο καφέδες, παρακαλώ.	Two coffees, please.
ell	eng	Εβαλε τον εαυτό του σε πολλούς μπελάδες εξαιτίας μου.	He put himself to much trouble on my behalf.
ell	eng	Έβαψαν πράσινο τον φράχτη.	They painted the fence green.
ell	eng	Είμαι σε δίαιτα εδώ και τρεις βδομάδες.	I've been on a diet for three weeks.
ell	eng	Είμαι σίγουρη ότι εσύ και ο Τομ θα ευτυχίσετε.	I'm sure you and Tom will be very happy.
ell	eng	Είναι κάτω από την καρέκλα.	It is under the chair.
ell	eng	Είναι κάτω μια δεσποινίδα που θέλει να σας μιλήσει.	There is a lady downstairs who wants to speak to you.
ell	eng	Είναι μία σιγανοπαπαδιά αυτός.	He is a wolf in sheep's clothing.
ell	eng	Είναι να τραβάς τα μαλλιά σου.	That makes you tear out your hair.
ell	eng	Είναι προφανές ότι ο Τομ είναι ερωτευμένος με τη Μαίρη.	It's obvious that Tom is in love with Mary.
ell	eng	Είναι σε διακοπές μ' έναν φίλο.	She's on holiday with a friend.
ell	eng	Είναι σειρά μου να το κάνω αυτό.	It's my turn to do that.
ell	eng	Είναι σε μια σύσκεψη.	She's at a meeting.
ell	eng	Είναι σημαντικό να διαβάζεις βιβλία από μικρή ηλικία.	From a young age, it’s important to read many books.
ell	eng	Είναι σίγουρο ότι θα κερδίσει.	He is sure to win.
ell	eng	Είναι το θύμα του περιστατικού.	She is the victim of this incident.
ell	eng	Είναι το όνομα Μαίρη συνηθισμένο στη χώρα σου;	Is Mary a common name in your country?
ell	eng	Είναι το χειρότερο αστείο που έχω ακούσει ποτέ.	That's the worst joke I've ever heard.
ell	eng	Είπε ότι αν είχε πολλά χρήματα θα αγόραζε το λεξικό.	He said that if he had much money, he would buy the dictionary.
ell	eng	Έιπε ότι δεν ήταν η μητέρα μου.	She said that she was not my mother.
ell	eng	Τον φίλο μου είδα σήμερα.	It was my friend that I saw today.
ell	eng	Σήμερα είδα τον φίλο μου.	Today I saw my friend.
ell	eng	Έφερα δώρο στην Άννα.	I brought Anna a gift.
ell	eng	Στην Άννα έφερα δώρο.	It was Anna that I brought a gift to.
ell	eng	Θέλω να πάω στο πάρκο.	I want to go to the park.
ell	eng	Στο πάρκο θέλω να πάω.	It's the park I want to go to.
ell	eng	Διαβάζω αυτό το βιβλίο για το σχολείο.	I'm reading this book for school.
ell	eng	Αυτό το βιβλίο διαβάζω για το σχολείο.	Αυτό το βιβλίο διαβάζω για το σχολείο.
ell	eng	Τρώω μήλα κάθε πρωί.	I eat apples every morning.
ell	eng	Μήλα τρώω κάθε πρωί.	It's apples that I eat every morning.
ell	eng	Τον φίλο μου, που είχα πολύ καιρό να δω, είδα σήμερα στο πάρκο, ενώ περπατούσα με τον σκύλο μου.	It was my friend, whom I hadn’t seen in a long time, that I saw today in the park while walking my dog.
ell	eng	Σήμερα στο πάρκο, ενώ περπατούσα με τον σκύλο μου, είδα τον φίλο μου, που είχα πολύ καιρό να δω.	Today in the park, while walking my dog, I saw my friend, whom I hadn’t seen in a long time.
